Sujet,Groupe,Source,Tours,Erreurs
496,jeune,simulation,11,2
1496,vieux,simulation,27,18
497,jeune,simulation,13,4
1497,vieux,simulation,24,15
498,jeune,simulation,12,3
1498,vieux,simulation,21,12
499,jeune,simulation,10,1
1499,vieux,simulation,21,12
500,jeune,simulation,14,5
1500,vieux,simulation,25,16
501,jeune,simulation,12,3
1501,vieux,simulation,27,18
502,jeune,simulation,11,2
1502,vieux,simulation,19,10
503,jeune,simulation,14,5
1503,vieux,simulation,23,14
504,jeune,simulation,12,3
1504,vieux,simulation,22,13
505,jeune,simulation,14,5
1505,vieux,simulation,20,11
506,jeune,simulation,13,4
1506,vieux,simulation,20,11
507,jeune,simulation,14,5
1507,vieux,simulation,18,9
508,jeune,simulation,13,4
1508,vieux,simulation,24,15
509,jeune,simulation,13,4
1509,vieux,simulation,27,18
510,jeune,simulation,13,4
1510,vieux,simulation,17,8
511,jeune,simulation,13,4
1511,vieux,simulation,19,10
512,jeune,simulation,12,3
1512,vieux,simulation,18,9
513,jeune,simulation,16,7
1513,vieux,simulation,20,11
514,jeune,simulation,13,4
1514,vieux,simulation,19,10
515,jeune,simulation,12,3
1515,vieux,simulation,24,15
516,jeune,simulation,14,5
1516,vieux,simulation,22,13
517,jeune,simulation,13,4
1517,vieux,simulation,26,17
518,jeune,simulation,11,2
1518,vieux,simulation,24,15
519,jeune,simulation,12,3
1519,vieux,simulation,22,13
520,jeune,simulation,12,3
1520,vieux,simulation,23,14
521,jeune,simulation,10,1
1521,vieux,simulation,19,10
522,jeune,simulation,14,5
1522,vieux,simulation,22,13
523,jeune,simulation,11,2
1523,vieux,simulation,25,16
524,jeune,simulation,13,4
1524,vieux,simulation,28,19
525,jeune,simulation,14,5
1525,vieux,simulation,23,14
526,jeune,simulation,12,3
1526,vieux,simulation,23,14
527,jeune,simulation,14,5
1527,vieux,simulation,22,13
528,jeune,simulation,15,6
1528,vieux,simulation,17,8
529,jeune,simulation,15,6
1529,vieux,simulation,27,18
530,jeune,simulation,10,1
1530,vieux,simulation,24,15
531,jeune,simulation,13,4
1531,vieux,simulation,29,20
532,jeune,simulation,11,2
1532,vieux,simulation,22,13
533,jeune,simulation,14,5
1533,vieux,simulation,24,15
534,jeune,simulation,13,4
1534,vieux,simulation,24,15
535,jeune,simulation,14,5
1535,vieux,simulation,25,16
536,jeune,simulation,11,2
1536,vieux,simulation,20,11
537,jeune,simulation,13,4
1537,vieux,simulation,24,15
538,jeune,simulation,12,3
1538,vieux,simulation,24,15
539,jeune,simulation,14,5
1539,vieux,simulation,24,15
540,jeune,simulation,14,5
1540,vieux,simulation,26,17
541,jeune,simulation,13,4
1541,vieux,simulation,20,11
542,jeune,simulation,11,2
1542,vieux,simulation,26,17
543,jeune,simulation,12,3
1543,vieux,simulation,24,15
544,jeune,simulation,13,4
1544,vieux,simulation,24,15
545,jeune,simulation,11,2
1545,vieux,simulation,20,11
546,jeune,simulation,13,4
1546,vieux,simulation,22,13
547,jeune,simulation,13,4
1547,vieux,simulation,21,12
548,jeune,simulation,15,6
1548,vieux,simulation,24,15
549,jeune,simulation,15,6
1549,vieux,simulation,26,17
550,jeune,simulation,13,4
1550,vieux,simulation,22,13
551,jeune,simulation,12,3
1551,vieux,simulation,24,15
552,jeune,simulation,10,1
1552,vieux,simulation,24,15
553,jeune,simulation,12,3
1553,vieux,simulation,24,15
554,jeune,simulation,13,4
1554,vieux,simulation,21,12
555,jeune,simulation,11,2
1555,vieux,simulation,19,10
556,jeune,simulation,12,3
1556,vieux,simulation,16,7
557,jeune,simulation,13,4
1557,vieux,simulation,17,8
558,jeune,simulation,11,2
1558,vieux,simulation,21,12
559,jeune,simulation,14,5
1559,vieux,simulation,17,8
560,jeune,simulation,13,4
1560,vieux,simulation,23,14
561,jeune,simulation,11,2
1561,vieux,simulation,27,18
562,jeune,simulation,11,2
1562,vieux,simulation,21,12
563,jeune,simulation,12,3
1563,vieux,simulation,24,15
564,jeune,simulation,12,3
1564,vieux,simulation,20,11
565,jeune,simulation,13,4
1565,vieux,simulation,27,18
566,jeune,simulation,16,7
1566,vieux,simulation,24,15
567,jeune,simulation,11,2
1567,vieux,simulation,23,14
568,jeune,simulation,14,5
1568,vieux,simulation,21,12
569,jeune,simulation,11,2
1569,vieux,simulation,21,12
570,jeune,simulation,13,4
1570,vieux,simulation,24,15
571,jeune,simulation,12,3
1571,vieux,simulation,27,18
572,jeune,simulation,13,4
1572,vieux,simulation,22,13
573,jeune,simulation,13,4
1573,vieux,simulation,26,17
574,jeune,simulation,13,4
1574,vieux,simulation,18,9
575,jeune,simulation,13,4
1575,vieux,simulation,19,10
576,jeune,simulation,12,3
1576,vieux,simulation,22,13
577,jeune,simulation,13,4
1577,vieux,simulation,31,22
578,jeune,simulation,15,6
1578,vieux,simulation,28,19
579,jeune,simulation,15,6
1579,vieux,simulation,27,18
580,jeune,simulation,12,3
1580,vieux,simulation,19,10
581,jeune,simulation,11,2
1581,vieux,simulation,27,18
582,jeune,simulation,12,3
1582,vieux,simulation,18,9
583,jeune,simulation,13,4
1583,vieux,simulation,25,16
584,jeune,simulation,14,5
1584,vieux,simulation,24,15
585,jeune,simulation,14,5
1585,vieux,simulation,24,15
586,jeune,simulation,11,2
1586,vieux,simulation,20,11
587,jeune,simulation,14,5
1587,vieux,simulation,22,13
588,jeune,simulation,14,5
1588,vieux,simulation,25,16
589,jeune,simulation,13,4
1589,vieux,simulation,25,16
590,jeune,simulation,13,4
1590,vieux,simulation,20,11
591,jeune,simulation,13,4
1591,vieux,simulation,22,13
592,jeune,simulation,14,5
1592,vieux,simulation,28,19
593,jeune,simulation,12,3
1593,vieux,simulation,19,10
594,jeune,simulation,15,6
1594,vieux,simulation,27,18
595,jeune,simulation,13,4
1595,vieux,simulation,20,11
596,jeune,simulation,15,6
1596,vieux,simulation,21,12
597,jeune,simulation,14,5
1597,vieux,simulation,23,14
598,jeune,simulation,12,3
1598,vieux,simulation,22,13
599,jeune,simulation,15,6
1599,vieux,simulation,32,23
600,jeune,simulation,14,5
1600,vieux,simulation,20,11
601,jeune,simulation,13,4
1601,vieux,simulation,20,11
602,jeune,simulation,14,5
1602,vieux,simulation,27,18
603,jeune,simulation,13,4
1603,vieux,simulation,28,19
604,jeune,simulation,14,5
1604,vieux,simulation,21,12
605,jeune,simulation,12,3
1605,vieux,simulation,24,15
606,jeune,simulation,13,4
1606,vieux,simulation,17,8
607,jeune,simulation,12,3
1607,vieux,simulation,23,14
608,jeune,simulation,14,5
1608,vieux,simulation,28,19
609,jeune,simulation,13,4
1609,vieux,simulation,26,17
610,jeune,simulation,14,5
1610,vieux,simulation,24,15
611,jeune,simulation,13,4
1611,vieux,simulation,24,15
612,jeune,simulation,14,5
1612,vieux,simulation,22,13
613,jeune,simulation,13,4
1613,vieux,simulation,24,15
614,jeune,simulation,14,5
1614,vieux,simulation,24,15
615,jeune,simulation,15,6
1615,vieux,simulation,29,20
616,jeune,simulation,11,2
1616,vieux,simulation,29,20
617,jeune,simulation,12,3
1617,vieux,simulation,24,15
618,jeune,simulation,12,3
1618,vieux,simulation,26,17
619,jeune,simulation,12,3
1619,vieux,simulation,22,13
620,jeune,simulation,14,5
1620,vieux,simulation,24,15
621,jeune,simulation,12,3
1621,vieux,simulation,24,15
622,jeune,simulation,12,3
1622,vieux,simulation,21,12
623,jeune,simulation,14,5
1623,vieux,simulation,26,17
624,jeune,simulation,13,4
1624,vieux,simulation,22,13
625,jeune,simulation,14,5
1625,vieux,simulation,23,14
626,jeune,simulation,10,1
1626,vieux,simulation,21,12
627,jeune,simulation,12,3
1627,vieux,simulation,25,16
628,jeune,simulation,12,3
1628,vieux,simulation,26,17
629,jeune,simulation,12,3
1629,vieux,simulation,22,13
630,jeune,simulation,15,6
1630,vieux,simulation,22,13
631,jeune,simulation,12,3
1631,vieux,simulation,27,18
632,jeune,simulation,14,5
1632,vieux,simulation,27,18
633,jeune,simulation,12,3
1633,vieux,simulation,26,17
634,jeune,simulation,12,3
1634,vieux,simulation,23,14
635,jeune,simulation,12,3
1635,vieux,simulation,27,18
636,jeune,simulation,14,5
1636,vieux,simulation,29,20
637,jeune,simulation,12,3
1637,vieux,simulation,27,18
638,jeune,simulation,13,4
1638,vieux,simulation,21,12
639,jeune,simulation,12,3
1639,vieux,simulation,21,12
640,jeune,simulation,16,7
1640,vieux,simulation,25,16
641,jeune,simulation,12,3
1641,vieux,simulation,26,17
642,jeune,simulation,13,4
1642,vieux,simulation,25,16
643,jeune,simulation,13,4
1643,vieux,simulation,23,14
644,jeune,simulation,12,3
1644,vieux,simulation,21,12
645,jeune,simulation,11,2
1645,vieux,simulation,21,12
646,jeune,simulation,12,3
1646,vieux,simulation,26,17
647,jeune,simulation,14,5
1647,vieux,simulation,23,14
648,jeune,simulation,13,4
1648,vieux,simulation,22,13
649,jeune,simulation,14,5
1649,vieux,simulation,27,18
650,jeune,simulation,14,5
1650,vieux,simulation,25,16
651,jeune,simulation,12,3
1651,vieux,simulation,28,19
652,jeune,simulation,13,4
1652,vieux,simulation,21,12
653,jeune,simulation,12,3
1653,vieux,simulation,23,14
654,jeune,simulation,15,6
1654,vieux,simulation,29,20
655,jeune,simulation,11,2
1655,vieux,simulation,18,9
656,jeune,simulation,12,3
1656,vieux,simulation,26,17
657,jeune,simulation,11,2
1657,vieux,simulation,29,20
658,jeune,simulation,12,3
1658,vieux,simulation,26,17
659,jeune,simulation,11,2
1659,vieux,simulation,24,15
660,jeune,simulation,13,4
1660,vieux,simulation,24,15
661,jeune,simulation,14,5
1661,vieux,simulation,20,11
662,jeune,simulation,14,5
1662,vieux,simulation,27,18
663,jeune,simulation,13,4
1663,vieux,simulation,15,6
664,jeune,simulation,11,2
1664,vieux,simulation,25,16
665,jeune,simulation,14,5
1665,vieux,simulation,25,16
666,jeune,simulation,13,4
1666,vieux,simulation,26,17
667,jeune,simulation,12,3
1667,vieux,simulation,21,12
668,jeune,simulation,12,3
1668,vieux,simulation,30,21
669,jeune,simulation,15,6
1669,vieux,simulation,20,11
670,jeune,simulation,13,4
1670,vieux,simulation,27,18
671,jeune,simulation,11,2
1671,vieux,simulation,27,18
672,jeune,simulation,14,5
1672,vieux,simulation,25,16
673,jeune,simulation,12,3
1673,vieux,simulation,20,11
674,jeune,simulation,11,2
1674,vieux,simulation,17,8
675,jeune,simulation,12,3
1675,vieux,simulation,20,11
676,jeune,simulation,12,3
1676,vieux,simulation,24,15
677,jeune,simulation,12,3
1677,vieux,simulation,22,13
678,jeune,simulation,13,4
1678,vieux,simulation,26,17
679,jeune,simulation,13,4
1679,vieux,simulation,26,17
680,jeune,simulation,10,1
1680,vieux,simulation,22,13
681,jeune,simulation,14,5
1681,vieux,simulation,20,11
682,jeune,simulation,14,5
1682,vieux,simulation,25,16
683,jeune,simulation,15,6
1683,vieux,simulation,18,9
684,jeune,simulation,14,5
1684,vieux,simulation,24,15
685,jeune,simulation,14,5
1685,vieux,simulation,21,12
686,jeune,simulation,12,3
1686,vieux,simulation,22,13
687,jeune,simulation,14,5
1687,vieux,simulation,21,12
688,jeune,simulation,11,2
1688,vieux,simulation,16,7
689,jeune,simulation,13,4
1689,vieux,simulation,24,15
690,jeune,simulation,14,5
1690,vieux,simulation,22,13
691,jeune,simulation,13,4
1691,vieux,simulation,20,11
692,jeune,simulation,12,3
1692,vieux,simulation,27,18
693,jeune,simulation,13,4
1693,vieux,simulation,27,18
694,jeune,simulation,15,6
1694,vieux,simulation,24,15
695,jeune,simulation,13,4
1695,vieux,simulation,25,16
696,jeune,simulation,13,4
1696,vieux,simulation,20,11
697,jeune,simulation,13,4
1697,vieux,simulation,23,14
698,jeune,simulation,14,5
1698,vieux,simulation,28,19
699,jeune,simulation,11,2
1699,vieux,simulation,23,14
700,jeune,simulation,10,1
1700,vieux,simulation,22,13
701,jeune,simulation,13,4
1701,vieux,simulation,21,12
702,jeune,simulation,15,6
1702,vieux,simulation,25,16
703,jeune,simulation,12,3
1703,vieux,simulation,23,14
704,jeune,simulation,12,3
1704,vieux,simulation,28,19
705,jeune,simulation,12,3
1705,vieux,simulation,25,16
706,jeune,simulation,12,3
1706,vieux,simulation,22,13
707,jeune,simulation,12,3
1707,vieux,simulation,22,13
708,jeune,simulation,13,4
1708,vieux,simulation,28,19
709,jeune,simulation,12,3
1709,vieux,simulation,21,12
710,jeune,simulation,13,4
1710,vieux,simulation,23,14
711,jeune,simulation,12,3
1711,vieux,simulation,19,10
712,jeune,simulation,12,3
1712,vieux,simulation,21,12
713,jeune,simulation,11,2
1713,vieux,simulation,23,14
714,jeune,simulation,13,4
1714,vieux,simulation,21,12
715,jeune,simulation,11,2
1715,vieux,simulation,28,19
716,jeune,simulation,12,3
1716,vieux,simulation,25,16
717,jeune,simulation,12,3
1717,vieux,simulation,25,16
718,jeune,simulation,13,4
1718,vieux,simulation,27,18
719,jeune,simulation,13,4
1719,vieux,simulation,20,11
720,jeune,simulation,12,3
1720,vieux,simulation,25,16
721,jeune,simulation,11,2
1721,vieux,simulation,23,14
722,jeune,simulation,13,4
1722,vieux,simulation,15,6
723,jeune,simulation,11,2
1723,vieux,simulation,24,15
724,jeune,simulation,10,1
1724,vieux,simulation,21,12
725,jeune,simulation,11,2
1725,vieux,simulation,17,8
726,jeune,simulation,12,3
1726,vieux,simulation,24,15
727,jeune,simulation,14,5
1727,vieux,simulation,24,15
728,jeune,simulation,12,3
1728,vieux,simulation,20,11
729,jeune,simulation,13,4
1729,vieux,simulation,17,8
730,jeune,simulation,12,3
1730,vieux,simulation,26,17
731,jeune,simulation,10,1
1731,vieux,simulation,26,17
732,jeune,simulation,11,2
1732,vieux,simulation,21,12
733,jeune,simulation,11,2
1733,vieux,simulation,15,6
734,jeune,simulation,12,3
1734,vieux,simulation,20,11
735,jeune,simulation,12,3
1735,vieux,simulation,27,18
736,jeune,simulation,13,4
1736,vieux,simulation,26,17
737,jeune,simulation,14,5
1737,vieux,simulation,18,9
738,jeune,simulation,12,3
1738,vieux,simulation,18,9
739,jeune,simulation,13,4
1739,vieux,simulation,20,11
740,jeune,simulation,13,4
1740,vieux,simulation,30,21
741,jeune,simulation,15,6
1741,vieux,simulation,19,10
742,jeune,simulation,13,4
1742,vieux,simulation,27,18
743,jeune,simulation,13,4
1743,vieux,simulation,22,13
744,jeune,simulation,11,2
1744,vieux,simulation,24,15
745,jeune,simulation,13,4
1745,vieux,simulation,29,20
746,jeune,simulation,12,3
1746,vieux,simulation,23,14
747,jeune,simulation,13,4
1747,vieux,simulation,21,12
748,jeune,simulation,15,6
1748,vieux,simulation,24,15
749,jeune,simulation,12,3
1749,vieux,simulation,22,13
750,jeune,simulation,15,6
1750,vieux,simulation,18,9
751,jeune,simulation,11,2
1751,vieux,simulation,26,17
752,jeune,simulation,11,2
1752,vieux,simulation,21,12
753,jeune,simulation,13,4
1753,vieux,simulation,28,19
754,jeune,simulation,14,5
1754,vieux,simulation,22,13
755,jeune,simulation,13,4
1755,vieux,simulation,24,15
756,jeune,simulation,15,6
1756,vieux,simulation,20,11
757,jeune,simulation,12,3
1757,vieux,simulation,22,13
758,jeune,simulation,12,3
1758,vieux,simulation,23,14
759,jeune,simulation,13,4
1759,vieux,simulation,15,6
760,jeune,simulation,10,1
1760,vieux,simulation,26,17
761,jeune,simulation,14,5
1761,vieux,simulation,26,17
762,jeune,simulation,15,6
1762,vieux,simulation,24,15
763,jeune,simulation,15,6
1763,vieux,simulation,20,11
764,jeune,simulation,14,5
1764,vieux,simulation,26,17
765,jeune,simulation,14,5
1765,vieux,simulation,22,13
766,jeune,simulation,13,4
1766,vieux,simulation,21,12
767,jeune,simulation,13,4
1767,vieux,simulation,25,16
768,jeune,simulation,13,4
1768,vieux,simulation,27,18
769,jeune,simulation,12,3
1769,vieux,simulation,19,10
770,jeune,simulation,13,4
1770,vieux,simulation,23,14
771,jeune,simulation,12,3
1771,vieux,simulation,25,16
772,jeune,simulation,12,3
1772,vieux,simulation,27,18
773,jeune,simulation,13,4
1773,vieux,simulation,29,20
774,jeune,simulation,14,5
1774,vieux,simulation,24,15
775,jeune,simulation,10,1
1775,vieux,simulation,26,17
776,jeune,simulation,16,7
1776,vieux,simulation,29,20
777,jeune,simulation,13,4
1777,vieux,simulation,21,12
778,jeune,simulation,11,2
1778,vieux,simulation,24,15
779,jeune,simulation,15,6
1779,vieux,simulation,29,20
780,jeune,simulation,13,4
1780,vieux,simulation,23,14
781,jeune,simulation,13,4
1781,vieux,simulation,17,8
782,jeune,simulation,12,3
1782,vieux,simulation,18,9
783,jeune,simulation,12,3
1783,vieux,simulation,20,11
784,jeune,simulation,12,3
1784,vieux,simulation,24,15
785,jeune,simulation,11,2
1785,vieux,simulation,25,16
786,jeune,simulation,13,4
1786,vieux,simulation,18,9
787,jeune,simulation,12,3
1787,vieux,simulation,21,12
788,jeune,simulation,12,3
1788,vieux,simulation,21,12
789,jeune,simulation,12,3
1789,vieux,simulation,21,12
790,jeune,simulation,10,1
1790,vieux,simulation,25,16
791,jeune,simulation,14,5
1791,vieux,simulation,24,15
792,jeune,simulation,13,4
1792,vieux,simulation,26,17
793,jeune,simulation,13,4
1793,vieux,simulation,30,21
794,jeune,simulation,14,5
1794,vieux,simulation,25,16
795,jeune,simulation,13,4
1795,vieux,simulation,23,14
796,jeune,simulation,14,5
1796,vieux,simulation,28,19
797,jeune,simulation,13,4
1797,vieux,simulation,27,18
798,jeune,simulation,14,5
1798,vieux,simulation,20,11
799,jeune,simulation,14,5
1799,vieux,simulation,28,19
800,jeune,simulation,15,6
1800,vieux,simulation,23,14
801,jeune,simulation,11,2
1801,vieux,simulation,21,12
802,jeune,simulation,11,2
1802,vieux,simulation,19,10
803,jeune,simulation,12,3
1803,vieux,simulation,22,13
804,jeune,simulation,12,3
1804,vieux,simulation,26,17
805,jeune,simulation,15,6
1805,vieux,simulation,26,17
806,jeune,simulation,13,4
1806,vieux,simulation,20,11
807,jeune,simulation,16,7
1807,vieux,simulation,28,19
808,jeune,simulation,11,2
1808,vieux,simulation,27,18
809,jeune,simulation,15,6
1809,vieux,simulation,30,21
810,jeune,simulation,14,5
1810,vieux,simulation,20,11
811,jeune,simulation,12,3
1811,vieux,simulation,23,14
812,jeune,simulation,12,3
1812,vieux,simulation,21,12
813,jeune,simulation,13,4
1813,vieux,simulation,24,15
814,jeune,simulation,13,4
1814,vieux,simulation,23,14
815,jeune,simulation,12,3
1815,vieux,simulation,26,17
816,jeune,simulation,15,6
1816,vieux,simulation,24,15
817,jeune,simulation,10,1
1817,vieux,simulation,25,16
818,jeune,simulation,13,4
1818,vieux,simulation,23,14
819,jeune,simulation,12,3
1819,vieux,simulation,21,12
820,jeune,simulation,13,4
1820,vieux,simulation,30,21
821,jeune,simulation,13,4
1821,vieux,simulation,24,15
822,jeune,simulation,15,6
1822,vieux,simulation,23,14
823,jeune,simulation,14,5
1823,vieux,simulation,23,14
824,jeune,simulation,12,3
1824,vieux,simulation,23,14
825,jeune,simulation,13,4
1825,vieux,simulation,18,9
826,jeune,simulation,12,3
1826,vieux,simulation,21,12
827,jeune,simulation,11,2
1827,vieux,simulation,24,15
828,jeune,simulation,11,2
1828,vieux,simulation,27,18
829,jeune,simulation,14,5
1829,vieux,simulation,18,9
830,jeune,simulation,11,2
1830,vieux,simulation,22,13
831,jeune,simulation,14,5
1831,vieux,simulation,18,9
832,jeune,simulation,11,2
1832,vieux,simulation,21,12
833,jeune,simulation,14,5
1833,vieux,simulation,17,8
834,jeune,simulation,14,5
1834,vieux,simulation,28,19
835,jeune,simulation,14,5
1835,vieux,simulation,25,16
836,jeune,simulation,13,4
1836,vieux,simulation,24,15
837,jeune,simulation,12,3
1837,vieux,simulation,22,13
838,jeune,simulation,12,3
1838,vieux,simulation,23,14
839,jeune,simulation,12,3
1839,vieux,simulation,23,14
840,jeune,simulation,13,4
1840,vieux,simulation,21,12
841,jeune,simulation,11,2
1841,vieux,simulation,22,13
842,jeune,simulation,12,3
1842,vieux,simulation,22,13
843,jeune,simulation,13,4
1843,vieux,simulation,21,12
844,jeune,simulation,12,3
1844,vieux,simulation,27,18
845,jeune,simulation,13,4
1845,vieux,simulation,20,11
846,jeune,simulation,14,5
1846,vieux,simulation,18,9
847,jeune,simulation,13,4
1847,vieux,simulation,25,16
848,jeune,simulation,13,4
1848,vieux,simulation,24,15
849,jeune,simulation,13,4
1849,vieux,simulation,26,17
850,jeune,simulation,14,5
1850,vieux,simulation,24,15
851,jeune,simulation,13,4
1851,vieux,simulation,26,17
852,jeune,simulation,14,5
1852,vieux,simulation,29,20
853,jeune,simulation,15,6
1853,vieux,simulation,19,10
854,jeune,simulation,12,3
1854,vieux,simulation,26,17
855,jeune,simulation,15,6
1855,vieux,simulation,24,15
856,jeune,simulation,12,3
1856,vieux,simulation,25,16
857,jeune,simulation,12,3
1857,vieux,simulation,27,18
858,jeune,simulation,14,5
1858,vieux,simulation,21,12
859,jeune,simulation,16,7
1859,vieux,simulation,21,12
860,jeune,simulation,12,3
1860,vieux,simulation,20,11
861,jeune,simulation,12,3
1861,vieux,simulation,23,14
862,jeune,simulation,13,4
1862,vieux,simulation,21,12
863,jeune,simulation,12,3
1863,vieux,simulation,18,9
864,jeune,simulation,15,6
1864,vieux,simulation,24,15
865,jeune,simulation,13,4
1865,vieux,simulation,23,14
866,jeune,simulation,11,2
1866,vieux,simulation,25,16
867,jeune,simulation,12,3
1867,vieux,simulation,23,14
868,jeune,simulation,11,2
1868,vieux,simulation,17,8
869,jeune,simulation,16,7
1869,vieux,simulation,26,17
870,jeune,simulation,15,6
1870,vieux,simulation,23,14
871,jeune,simulation,13,4
1871,vieux,simulation,27,18
872,jeune,simulation,16,7
1872,vieux,simulation,27,18
873,jeune,simulation,12,3
1873,vieux,simulation,32,23
874,jeune,simulation,13,4
1874,vieux,simulation,19,10
875,jeune,simulation,10,1
1875,vieux,simulation,22,13
876,jeune,simulation,13,4
1876,vieux,simulation,18,9
877,jeune,simulation,14,5
1877,vieux,simulation,27,18
878,jeune,simulation,15,6
1878,vieux,simulation,24,15
879,jeune,simulation,13,4
1879,vieux,simulation,25,16
880,jeune,simulation,14,5
1880,vieux,simulation,20,11
881,jeune,simulation,9,0
1881,vieux,simulation,21,12
882,jeune,simulation,13,4
1882,vieux,simulation,27,18
883,jeune,simulation,9,0
1883,vieux,simulation,24,15
884,jeune,simulation,9,0
1884,vieux,simulation,21,12
885,jeune,simulation,14,5
1885,vieux,simulation,21,12
886,jeune,simulation,16,7
1886,vieux,simulation,24,15
887,jeune,simulation,14,5
1887,vieux,simulation,26,17
888,jeune,simulation,13,4
1888,vieux,simulation,22,13
889,jeune,simulation,13,4
1889,vieux,simulation,28,19
890,jeune,simulation,11,2
1890,vieux,simulation,19,10
891,jeune,simulation,15,6
1891,vieux,simulation,23,14
892,jeune,simulation,10,1
1892,vieux,simulation,26,17
893,jeune,simulation,14,5
1893,vieux,simulation,29,20
894,jeune,simulation,10,1
1894,vieux,simulation,26,17
895,jeune,simulation,13,4
1895,vieux,simulation,23,14
896,jeune,simulation,13,4
1896,vieux,simulation,27,18
897,jeune,simulation,14,5
1897,vieux,simulation,19,10
898,jeune,simulation,12,3
1898,vieux,simulation,25,16
899,jeune,simulation,14,5
1899,vieux,simulation,24,15
900,jeune,simulation,12,3
1900,vieux,simulation,24,15
901,jeune,simulation,12,3
1901,vieux,simulation,26,17
902,jeune,simulation,14,5
1902,vieux,simulation,19,10
903,jeune,simulation,15,6
1903,vieux,simulation,22,13
904,jeune,simulation,14,5
1904,vieux,simulation,17,8
905,jeune,simulation,12,3
1905,vieux,simulation,28,19
906,jeune,simulation,14,5
1906,vieux,simulation,22,13
907,jeune,simulation,12,3
1907,vieux,simulation,24,15
908,jeune,simulation,12,3
1908,vieux,simulation,24,15
909,jeune,simulation,12,3
1909,vieux,simulation,28,19
910,jeune,simulation,13,4
1910,vieux,simulation,22,13
911,jeune,simulation,12,3
1911,vieux,simulation,24,15
912,jeune,simulation,12,3
1912,vieux,simulation,22,13
913,jeune,simulation,12,3
1913,vieux,simulation,24,15
914,jeune,simulation,11,2
1914,vieux,simulation,23,14
915,jeune,simulation,16,7
1915,vieux,simulation,29,20
916,jeune,simulation,14,5
1916,vieux,simulation,24,15
917,jeune,simulation,12,3
1917,vieux,simulation,29,20
918,jeune,simulation,13,4
1918,vieux,simulation,27,18
919,jeune,simulation,12,3
1919,vieux,simulation,23,14
920,jeune,simulation,11,2
1920,vieux,simulation,24,15
921,jeune,simulation,13,4
1921,vieux,simulation,22,13
922,jeune,simulation,13,4
1922,vieux,simulation,16,7
923,jeune,simulation,12,3
1923,vieux,simulation,29,20
924,jeune,simulation,15,6
1924,vieux,simulation,26,17
925,jeune,simulation,12,3
1925,vieux,simulation,21,12
926,jeune,simulation,10,1
1926,vieux,simulation,21,12
927,jeune,simulation,14,5
1927,vieux,simulation,25,16
928,jeune,simulation,14,5
1928,vieux,simulation,25,16
929,jeune,simulation,12,3
1929,vieux,simulation,22,13
930,jeune,simulation,13,4
1930,vieux,simulation,20,11
931,jeune,simulation,14,5
1931,vieux,simulation,26,17
932,jeune,simulation,12,3
1932,vieux,simulation,20,11
933,jeune,simulation,15,6
1933,vieux,simulation,25,16
934,jeune,simulation,14,5
1934,vieux,simulation,23,14
935,jeune,simulation,12,3
1935,vieux,simulation,18,9
936,jeune,simulation,13,4
1936,vieux,simulation,25,16
937,jeune,simulation,14,5
1937,vieux,simulation,28,19
938,jeune,simulation,13,4
1938,vieux,simulation,22,13
939,jeune,simulation,13,4
1939,vieux,simulation,22,13
940,jeune,simulation,13,4
1940,vieux,simulation,21,12
941,jeune,simulation,15,6
1941,vieux,simulation,25,16
942,jeune,simulation,14,5
1942,vieux,simulation,21,12
943,jeune,simulation,14,5
1943,vieux,simulation,25,16
944,jeune,simulation,12,3
1944,vieux,simulation,23,14
945,jeune,simulation,12,3
1945,vieux,simulation,25,16
946,jeune,simulation,11,2
1946,vieux,simulation,31,22
947,jeune,simulation,14,5
1947,vieux,simulation,21,12
948,jeune,simulation,15,6
1948,vieux,simulation,20,11
949,jeune,simulation,13,4
1949,vieux,simulation,21,12
950,jeune,simulation,15,6
1950,vieux,simulation,22,13
951,jeune,simulation,14,5
1951,vieux,simulation,26,17
952,jeune,simulation,13,4
1952,vieux,simulation,27,18
953,jeune,simulation,13,4
1953,vieux,simulation,18,9
954,jeune,simulation,12,3
1954,vieux,simulation,25,16
955,jeune,simulation,12,3
1955,vieux,simulation,25,16
956,jeune,simulation,12,3
1956,vieux,simulation,20,11
957,jeune,simulation,15,6
1957,vieux,simulation,23,14
958,jeune,simulation,11,2
1958,vieux,simulation,21,12
959,jeune,simulation,11,2
1959,vieux,simulation,24,15
960,jeune,simulation,12,3
1960,vieux,simulation,22,13
961,jeune,simulation,12,3
1961,vieux,simulation,26,17
962,jeune,simulation,14,5
1962,vieux,simulation,20,11
963,jeune,simulation,12,3
1963,vieux,simulation,25,16
964,jeune,simulation,13,4
1964,vieux,simulation,28,19
965,jeune,simulation,12,3
1965,vieux,simulation,20,11
966,jeune,simulation,13,4
1966,vieux,simulation,23,14
967,jeune,simulation,12,3
1967,vieux,simulation,28,19
968,jeune,simulation,13,4
1968,vieux,simulation,23,14
969,jeune,simulation,14,5
1969,vieux,simulation,22,13
970,jeune,simulation,11,2
1970,vieux,simulation,30,21
971,jeune,simulation,13,4
1971,vieux,simulation,27,18
972,jeune,simulation,14,5
1972,vieux,simulation,25,16
973,jeune,simulation,15,6
1973,vieux,simulation,24,15
974,jeune,simulation,12,3
1974,vieux,simulation,29,20
975,jeune,simulation,12,3
1975,vieux,simulation,19,10
976,jeune,simulation,12,3
1976,vieux,simulation,25,16
977,jeune,simulation,12,3
